,Exercise Name,Exercise Type,Muscle Group,Equipment,Difficulty Level,Rating
1837,KV Bulgarian Split Squat,Strength,Quadriceps,Barbell,Intermediate,
1838,King Maker Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,
1839,King Maker Barbell Deadlift,Strength,Quadriceps,Barbell,Intermediate,
1840,30 Legs Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,
1841,30 Legs Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,
1842,Barbell Back Squats,Strength,Quadriceps,Barbell,Intermediate,
1843,Front Squats With Two Kettlebells,Strength,Quadriceps,Kettlebells,Beginner,9.2
1844,Kettlebell Pistol Squat,Strength,Quadriceps,Kettlebells,Beginner,9.1
1845,Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,8.7
1846,Kettlebell Curtsy Lunge,Strength,Quadriceps,Kettlebells,Beginner,7.7
1847,Single-arm kettlebell overhead squat,Strength,Quadriceps,Kettlebells,Expert,7.0
1848,Kettlebell side squat,Strength,Quadriceps,Kettlebells,Intermediate,0.0
1849,Kettlebell sumo squat,Strength,Quadriceps,Kettlebells,Intermediate,0.0
1850,Kettlebell thruster progression,Strength,Quadriceps,Kettlebells,Intermediate,0.0
1851,Kettlebell power clean,Strength,Quadriceps,Kettlebells,Intermediate,0.0
1852,Kettlebell fire feet,Plyometrics,Quadriceps,Kettlebells,Intermediate,0.0
1853,Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate,0.0
1854,Pulsing goblet squat,Strength,Quadriceps,Kettlebells,Intermediate,
1855,Double-kettlebell alternating lunge to clean,Strength,Quadriceps,Kettlebells,Intermediate,
1856,FYR Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1857,FYR Kettlebell Sumo Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1858,Double-kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,
1859,FYR Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,
1860,Single-arm kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,
1861,Kettlebell front rack lunge,Strength,Quadriceps,Kettlebells,Intermediate,
1862,HM Turkish Get-Up,Strength,Quadriceps,Kettlebells,Intermediate,
1863,HM Single-Leg Romanian Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,
1864,Taylor Single-Arm Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1865,Taylor Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1866,Goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,
1867,Holman Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,
1868,Holman Kettlebell Swing,Strength,Quadriceps,Kettlebells,Intermediate,
1869,Holman Kettlebell Swing Transfer,Strength,Quadriceps,Kettlebells,Intermediate,
1870,Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,
1871,Robertson Kettlebell Jump,Strength,Quadriceps,Kettlebells,Intermediate,
1872,FYR2 Alternating Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,
1873,FYR2 Banded Double-Kettlebell Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,
1874,FYR2 Double-Kettlebell Ballin' Lunge,Strength,Quadriceps,Kettlebells,Intermediate,
1875,FYR2 Double-Kettlebell Front Rack Lunge,Strength,Quadriceps,Kettlebells,Intermediate,
1876,FYR2 Double-Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1877,FYR2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1878,FYR2 Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,
1879,FYR2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Kettlebells,Intermediate,
1880,FYR2 Kettlebell Reverse Lunge to Kneeling Press,Strength,Quadriceps,Kettlebells,Intermediate,
1881,FYR2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,
1882,FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,
1883,FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,
1884,FYR2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,
1885,Goblet Squats,Strength,Quadriceps,Kettlebells,Intermediate,
1886,Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,8.9
1887,Dumbbell squat,Strength,Quadriceps,Dumbbell,Intermediate,8.9
1888,Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,8.8
1889,Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,8.7
1890,Split Squat with Dumbbells,Strength,Quadriceps,Dumbbell,Intermediate,8.6
1891,Dumbbell sumo squat,Strength,Quadriceps,Dumbbell,Intermediate,8.3
1892,Dumbbell seated box jump,Plyometrics,Quadriceps,Dumbbell,Intermediate,8.3
1893,Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,8.2
1894,Dumbbell Walking Lunge,Strength,Quadriceps,Dumbbell,Intermediate,7.3
1895,Dumbbell Squat To A Bench,Strength,Quadriceps,Dumbbell,Beginner,7.0
1896,Dumbbell thruster,Strength,Quadriceps,Dumbbell,Intermediate,0.0
1897,Dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,0.0
1898,Single-Arm Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Beginner,0.0
1899,Dumbbell lateral hop,Plyometrics,Quadriceps,Dumbbell,Intermediate,0.0
1900,Dumbbell lunge with biceps curl,Strength,Quadriceps,Dumbbell,Intermediate,0.0
1901,Dumbbell Pistol Squat,Strength,Quadriceps,Dumbbell,Beginner,0.0
1902,Dumbbell Squat Snatch,Strength,Quadriceps,Dumbbell,Beginner,0.0
1903,Dumbbell Alternating Lunge,Strength,Quadriceps,Dumbbell,Beginner,0.0
1904,Dumbbell jump squat,Plyometrics,Quadriceps,Dumbbell,Intermediate,0.0
1905,Dumbbell Side Lunge,Strength,Quadriceps,Dumbbell,Beginner,0.0
1906,Boss Everline Dumbbell Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,
1907,Dumbbell Fix Dumbbell Split Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1908,Single-leg dumbbell Romanian deadlift,Strength,Quadriceps,Dumbbell,Intermediate,
1909,Dumbbell Fix Dumbbell Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1910,Dumbbell Fix Turkish Get-Up,Strength,Quadriceps,Dumbbell,Intermediate,
1911,Seesaw lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1912,FYR Dumbbell Front Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1913,Dumbbell split squat,Strength,Quadriceps,Dumbbell,Intermediate,
1914,Dumbbell deadlift,Strength,Quadriceps,Dumbbell,Intermediate,
1915,Single-arm stiff-legged deadlift,Strength,Quadriceps,Dumbbell,Intermediate,
1916,HM Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1917,HM Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1918,UNS Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1919,Single-Arm Dumbbell Snatch,Strength,Quadriceps,Dumbbell,Intermediate,
1920,KV Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,
1921,Holman Squat to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1922,Holman Burpee to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1923,Holman Slow Weighted Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1924,Holman Slow Weighted Plie Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1925,Holman Weighted Lunge Jump with Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1926,Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,
1927,Holman Weighted Lunge Jump with Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,
1928,Holman Weighted Half Jack to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1929,Holman Weighted Half Jack to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,
1930,Holman 180 Jump to Renegade Side Raise,Strength,Quadriceps,Dumbbell,Intermediate,
1931,Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1932,Holman Roll-Back to Squat Thrust to Renegade Row,Strength,Quadriceps,Dumbbell,Intermediate,
1933,Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,
1934,Holman Weighted Narrow Squat Jump,Strength,Quadriceps,Dumbbell,Intermediate,
1935,Holman Diagonal Deadlift,Strength,Quadriceps,Dumbbell,Intermediate,
1936,Holman Weighted Burpee to Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,
1937,Holman Squat Thrust Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,
1938,Holman Weighted Burpee to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,
1939,Holman Squat to Right-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,
1940,Holman Right Lunge Jump with Right Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,
1941,Holman Left Lunge Jump with Left Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,
1942,Holman Heavy Hip Drive,Strength,Quadriceps,Dumbbell,Intermediate,
1943,Holman Squat to Left-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,
1944,Holman Weighted Lunge Jump to Floor Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,
1945,Holman Alternating Weighted Lunge Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,
1946,Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1947,Holman Weighted 180 Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,
1948,Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,
1949,Holman Right Lunge with Right Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1950,Holman Left Lunge with Left Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,
1951,Holman Squat Thrust to Alternating Front Raise,Strength,Quadriceps,Dumbbell,Intermediate,
1952,Dumbbell racked reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1953,Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1954,Single-arm dumbbell snatch-,Strength,Quadriceps,Dumbbell,Intermediate,
1955,Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Dumbbell,Intermediate,
1956,Single-arm dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,
1957,King Maker Weighted Jump Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1958,3D dumbbell lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1959,MetaBurn Dumbbell Burpee,Strength,Quadriceps,Dumbbell,Intermediate,
1960,Dumbbell jump squat with rotation,Strength,Quadriceps,Dumbbell,Intermediate,
1961,MetaBurn Dumbbell Wide Squat to Rack,Strength,Quadriceps,Dumbbell,Intermediate,
1962,MetaBurn Reverse Lunge To High Pull,Strength,Quadriceps,Dumbbell,Intermediate,
1963,MetaBurn Reverse Lunge With Overhead Raise,Strength,Quadriceps,Dumbbell,Intermediate,
1964,MetaBurn Squat to Triceps Extension,Strength,Quadriceps,Dumbbell,Intermediate,
1965,30 Legs Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1966,30 Legs Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,
1967,Dumbbell step-down reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,
1968,Tire flip,Strongman,Quadriceps,Other,Intermediate,9.4
1969,Single Leg Push-off,Plyometrics,Quadriceps,Other,Beginner,9.2
1970,Bear crawl sled drag,Strongman,Quadriceps,Other,Intermediate,9.0
1971,Bicycling,Cardio,Quadriceps,Other,Intermediate,8.9
1972,Hex-bar deadlift,Strength,Quadriceps,Other,Intermediate,8.8
1973,Skating,Cardio,Quadriceps,Other,Beginner,8.4
1974,Weighted sissy squat,Strength,Quadriceps,Other,Intermediate,8.4
1975,Yoke Walk,Strongman,Quadriceps,Other,Beginner,8.0
1976,Front Cone Hops (or hurdle hops),Plyometrics,Quadriceps,Other,Beginner,7.3
1977,Weighted Squat,Strength,Quadriceps,Other,Beginner,7.2
1978,Bench skip,Plyometrics,Quadriceps,Other,Intermediate,7.0
1979,Backward Drag,Strongman,Quadriceps,Other,Beginner,6.9
1980,Sled Push,Strongman,Quadriceps,Other,Intermediate,6.8
1981,Barbell squat with plate slide,Strength,Quadriceps,Other,Intermediate,6.7
1982,Suspended split squat,Strength,Quadriceps,Other,Intermediate,6.5
1983,Intermediate Hip Flexor and Quad Stretch,Stretching,Quadriceps,Other,Beginner,6.3
1984,Sled Drag - Harness,Strongman,Quadriceps,Other,Intermediate,0.0
1985,Burpee over barbell,Plyometrics,Quadriceps,Other,Intermediate,0.0
1986,Dumbbell walking lunge-,Strength,Quadriceps,Other,Intermediate,0.0
1987,Single-Leg Box Jump,Plyometrics,Quadriceps,Other,Beginner,0.0
1988,Conan's Wheel,Strongman,Quadriceps,Other,Beginner,0.0
1989,Single-Leg Hop Progression,Plyometrics,Quadriceps,Other,Beginner,0.0
1990,Rickshaw Deadlift,Strongman,Quadriceps,Other,Beginner,0.0
1991,Single-cone sprint drill,Plyometrics,Quadriceps,Other,Intermediate,0.0
1992,Single-Leg Stride Jump,Plyometrics,Quadriceps,Other,Beginner,0.0
1993,Trap Bar Jump,Plyometrics,Quadriceps,Other,Beginner,0.0
1994,Single-Leg Lateral Hop,Plyometrics,Quadriceps,Other,Beginner,0.0
1995,Burpee Box-Jumps,Plyometrics,Quadriceps,Other,Intermediate,0.0
1996,Sandbag Load,Strongman,Quadriceps,Other,Beginner,0.0
1997,Single-leg knee-tap squat,Strength,Quadriceps,Other,Intermediate,0.0
1998,Car Deadlift,Strongman,Quadriceps,Other,Beginner,0.0
1999,Barbell Squat To A Box,Strength,Quadriceps,Other,Beginner,0.0
2000,Double Under,Cardio,Quadriceps,Other,Beginner,0.0
2001,Plate push,Cardio,Quadriceps,Other,Intermediate,
2002,Hybrid deadlift,Strength,Quadriceps,Other,Intermediate,
2003,Boss Everline Suspension Side Run,Strength,Quadriceps,Other,Intermediate,
2004,Boss Everline Lunge Sled Push,Strength,Quadriceps,Other,Intermediate,
2005,Squat Bottom Position Hold,Strength,Quadriceps,Other,Intermediate,
2006,TRX Squat Jump,Strength,Quadriceps,Other,Intermediate,
2007,Landmine squat,Strength,Quadriceps,Other,Intermediate,
2008,Dumbbell Bulgarian split squat,Strength,Quadriceps,Other,Intermediate,
2009,Holman Towel Alternating Prisoner Reverse Lunge,Strength,Quadriceps,Other,Intermediate,
2010,Holman Weighted Burpee to Belly Touch,Strength,Quadriceps,Other,Intermediate,
2011,Holman Weighted Burpee to Front Punch,Strength,Quadriceps,Other,Intermediate,
2012,Holman Weighted Low Squat Punch,Strength,Quadriceps,Other,Intermediate,
2013,Holman Weighted Hook Punch to Squat Thrust,Strength,Quadriceps,Other,Intermediate,
2014,Holman Towel Alternating Side Lunge Squat,Strength,Quadriceps,Other,Intermediate,
2015,Holman Weighted Burpee to Renegade Side Punch,Strength,Quadriceps,Other,Intermediate,
2016,Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Strength,Quadriceps,Other,Intermediate,
2017,Holman Lunge Jump with Overhead Press,Strength,Quadriceps,Other,Intermediate,
2018,Holman Weighted Burpee to Belly Touch to Standing T,Strength,Quadriceps,Other,Intermediate,
2019,Holman Weighted Squat Jump,Strength,Quadriceps,Other,Intermediate,
2020,Holman Weighted Plie Squat,Strength,Quadriceps,Other,Intermediate,
2021,Holman Heels-Elevated Sissy Squat,Strength,Quadriceps,Other,Intermediate,
2022,Holman Squat Jump to Overhead Press,Strength,Quadriceps,Other,Intermediate,
2023,Holman 180 Jump to Overhead Press,Strength,Quadriceps,Other,Intermediate,
2024,Holman Weighted Burpee to Row,Strength,Quadriceps,Other,Intermediate,
2025,Holman Weighted Burpee to 180 Jump,Strength,Quadriceps,Other,Intermediate,
2026,Holman Weighted 180 Jump,Strength,Quadriceps,Other,Intermediate,
2027,Holman Weighted Narrow-Mid-Wide Hop,Strength,Quadriceps,Other,Intermediate,
2028,Holman Alternating Weighted Diagonal Burpee,Strength,Quadriceps,Other,Intermediate,
2029,Holman Towel Burpee to Push-Up,Strength,Quadriceps,Other,Intermediate,
2030,Holman Towel Right Side Squat,Strength,Quadriceps,Other,Intermediate,
2031,ACFT Sprint-drag-carry,Strength,Quadriceps,Other,Intermediate,
2032,Cable Hip Adduction,Strength,Quadriceps,Cable,Beginner,8.2
2033,Cable Deadlifts,Strength,Quadriceps,Cable,Beginner,7.7
2034,KV Cable Squat,Strength,Quadriceps,Cable,Intermediate,
2035,Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,9.6
2036,Stair climber,Cardio,Quadriceps,Machine,Intermediate,9.1
2037,Leg Press,Strength,Quadriceps,Machine,Intermediate,8.8
2038,Elliptical trainer,Cardio,Quadriceps,Machine,Intermediate,8.8
2039,Narrow-stance leg press,Strength,Quadriceps,Machine,Intermediate,8.8
2040,Narrow Stance Hack Squats,Strength,Quadriceps,Machine,Beginner,8.8
2041,Stairmaster,Cardio,Quadriceps,Machine,Intermediate,8.8
2042,Machine Squat,Strength,Quadriceps,Machine,Intermediate,8.8
2043,Smith machine back squat,Strength,Quadriceps,Machine,Intermediate,8.7
2044,Leg Extensions,Strength,Quadriceps,Machine,Intermediate,8.5
2045,Treadmill running,Cardio,Quadriceps,Machine,Intermediate,8.4
2046,Stationary bike,Cardio,Quadriceps,Machine,Intermediate,8.3
2047,Treadmill jogging,Cardio,Quadriceps,Machine,Intermediate,8.3
2048,Recumbent Bike,Cardio,Quadriceps,Machine,Beginner,8.2
2049,Smith machine leg press,Strength,Quadriceps,Machine,Intermediate,8.0
2050,Lying Machine Squat,Strength,Quadriceps,Machine,Intermediate,8.0
2051,Seated Leg Press,Strength,Quadriceps,Machine,Intermediate,7.7
2052,Smith machine pistol squat,Strength,Quadriceps,Machine,Intermediate,7.0
2053,Leverage Deadlift,Strength,Quadriceps,Machine,Beginner,0.0
2054,Leg press-,Strength,Quadriceps,Machine,Intermediate,
2055,TBS Hack Squat,Strength,Quadriceps,Machine,Intermediate,
2056,Leg Extensions - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,
2057,Seated leg press-,Strength,Quadriceps,Machine,Intermediate,
2058,Smith machine front squat,Strength,Quadriceps,Machine,Intermediate,
2059,Machine Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,
2060,Single-leg hack squat,Strength,Quadriceps,Machine,Intermediate,
2061,Narrow-stance hack squat,Strength,Quadriceps,Machine,Intermediate,
2062,Alternating Single-Leg Curl - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,
2063,Stiff-Legged Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,
2064,Single-Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,
2065,Hack squat-,Strength,Quadriceps,Machine,Intermediate,
2066,Smith machine lunge squat,Strength,Quadriceps,Machine,Intermediate,
2067,Hack Squat - Gethin Variation,Strength,Quadriceps,Machine,Expert,
2068,Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,
2069,AM Leg Press,Strength,Quadriceps,Machine,Intermediate,
2070,Leg extension,Strength,Quadriceps,Machine,Intermediate,
2071,UP Quad Extension,Strength,Quadriceps,Machine,Intermediate,
2072,UP Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,
2073,UP Leg Press,Strength,Quadriceps,Machine,Intermediate,
2074,Pop Squat On Leg Press,Strength,Quadriceps,Machine,Intermediate,
2075,King Maker Leg Press,Strength,Quadriceps,Machine,Intermediate,
2076,Single-leg leg press,Strength,Quadriceps,Machine,Intermediate,
2077,King Maker Hack Squat,Strength,Quadriceps,Machine,Intermediate,
2078,30 Legs Feet-High Leg Press,Strength,Quadriceps,Machine,Intermediate,
2079,30 Legs Leg Press,Strength,Quadriceps,Machine,Intermediate,
2080,30 Legs Leg Press Calf Raise,Strength,Quadriceps,Machine,Intermediate,
2081,30 Legs Lying Leg Curl,Strength,Quadriceps,Machine,Intermediate,
2082,30 Legs Machine Hack Squat,Strength,Quadriceps,Machine,Intermediate,
2083,30 Legs Single-Leg Leg Extension,Strength,Quadriceps,Machine,Intermediate,
2084,30 Legs Single-Leg Leg Press,Strength,Quadriceps,Machine,Intermediate,
2085,30 Legs Single-Leg Lying Leg Curl,Strength,Quadriceps,Machine,Intermediate,
2086,30 Legs Smith Machine Split Squat,Strength,Quadriceps,Machine,Intermediate,
2087,30 Legs Smith Machine Squat,Strength,Quadriceps,Machine,Intermediate,
2088,Jumping rope,Cardio,Quadriceps,Body Only,Intermediate,9.2
2089,Forward lunge,Strength,Quadriceps,Body Only,Intermediate,9.0
2090,Side-to-side box skip,Plyometrics,Quadriceps,Body Only,Intermediate,8.9
2091,Bodyweight squat,Strength,Quadriceps,Body Only,Intermediate,8.8
